run,n_value,f_schumann_hz,f_golden_hz,latitude,longitude,depth_km,magnitude_mw,alpha_event,resonance_score,proximity_2027
9401,18169.75150,7.59080,13742.40000,-5.30200,149.45300,29.10000,8.67000,8.16303,0.31303,0.30733
9402,18009.08400,7.84380,13957.53000,-58.45700,28.14700,83.40000,9.01000,8.77944,0.92944,0.92374
9403,17523.13120,7.05210,13649.39000,-40.06100,-83.99100,92.90000,8.85000,8.42296,0.57296,0.56726
9404,18657.26570,7.96730,13964.90000,15.96400,10.55500,69.80000,8.22000,7.94737,0.09737,0.09167
9405,17894.84800,7.25070,13805.07000,44.19000,161.68000,65.30000,7.80000,7.84264,0.00736,0.00166
9406,18631.81790,8.59530,13827.39000,-50.84800,-33.93500,7.00000,7.72000,7.84559,0.00441,0.00129
9407,18721.33050,8.51230,13384.76000,51.19600,57.19100,7.10000,8.60000,8.12957,0.27957,0.27387
9408,18345.20650,7.22130,13808.11000,46.62800,-84.82800,95.50000,8.34000,7.93976,0.08976,0.08406
9409,18029.07430,8.17320,13877.46000,38.91600,-27.02600,32.50000,9.30000,10.53825,2.68825,2.68255
9410,17767.05700,7.24260,13530.03000,39.03300,-96.46800,6.00000,8.12000,7.88082,0.03082,0.02512
9411,19400.80450,8.29780,13397.99000,55.57900,-13.62500,16.70000,8.68000,8.19683,0.34683,0.34113
9412,17535.82270,7.91890,13592.98000,50.64800,174.15300,49.30000,8.78000,8.26180,0.41180,0.40610
9413,17919.93490,7.91900,13474.50000,31.16100,158.70200,67.70000,9.21000,9.76441,1.91441,1.90871
9414,18180.83590,8.00470,13752.84000,-24.14800,-29.35000,55.60000,7.78000,7.85660,0.00660,0.00090
9415,17468.39210,7.35020,13854.51000,-55.48300,-154.84000,10.10000,9.29000,10.43289,2.58289,2.57719
9416,18239.49470,7.11220,13943.26000,-43.66800,-168.16800,28.00000,8.36000,8.00514,0.15514,0.14944
9417,18732.15910,7.66910,14069.84000,5.20200,1.28000,22.40000,7.52000,7.87338,0.02338,0.01768
9418,18021.20450,8.05420,14464.80000,-4.07800,-70.62700,74.80000,8.54000,8.05216,0.20216,0.19646
9419,17718.69050,7.48570,13423.95000,6.86800,-119.11400,35.70000,7.75000,7.86616,0.01616,0.01046
9420,18226.07340,7.35460,13616.55000,47.95000,-34.85800,12.60000,8.34000,7.97839,0.12839,0.12269
9421,17681.81400,7.93300,13631.89000,-45.48300,-86.52800,23.60000,7.85000,7.89364,0.04364,0.03794
9422,18190.96620,7.74470,13659.56000,52.55800,-27.66400,83.30000,8.35000,7.98769,0.13769,0.13199
9423,18772.62700,7.52130,13676.20000,-16.18200,-36.09900,51.50000,7.62000,7.85631,0.00631,0.00061
9424,17678.21060,7.85100,13792.73000,-43.57900,-89.29800,74.50000,9.41000,11.75441,3.90441,3.89871
9425,17959.02490,7.72210,13381.72000,-12.08600,-83.81200,98.90000,7.94000,7.89041,0.04041,0.03471
9426,18356.75540,7.85950,13897.13000,50.66200,-64.85400,76.10000,8.18000,7.91903,0.06903,0.06333
9427,17696.73530,8.01070,13973.07000,56.84000,-55.84000,44.30000,8.11000,7.91168,0.06168,0.05598
9428,17507.16330,7.58420,13718.66000,3.27100,96.80300,25.00000,8.76000,8.26070,0.41070,0.40500
9429,18762.30890,8.24580,14218.43000,52.40100,5.54700,81.50000,7.64000,7.91490,0.06490,0.05920
9430,17867.17090,7.44360,13241.88000,-47.98700,16.32300,32.00000,8.42000,7.94079,0.09079,0.08509
9431,18732.40490,7.57880,14002.06000,-51.21800,-36.96100,19.30000,7.78000,7.85355,0.00355,0.00215
9432,18453.72450,7.50640,13851.17000,7.05400,-8.62500,72.70000,8.81000,8.35416,0.50416,0.49846
9433,17714.17570,7.45110,14102.08000,45.34200,36.68600,38.30000,9.02000,8.88353,1.03353,1.02783
9434,18158.03410,8.38750,13513.73000,38.70600,127.31600,93.60000,7.95000,7.87465,0.02465,0.01895
9435,17572.97220,7.33430,13813.35000,54.83800,-120.25900,5.60000,7.94000,7.84967,0.00033,0.00537
9436,18229.84800,7.11050,14081.96000,6.07100,-109.10600,40.70000,8.95000,8.64766,0.79766,0.79196
9437,17492.25290,7.35540,13363.50000,-42.51100,139.21900,49.00000,7.83000,7.89916,0.04916,0.04346
9438,18867.51870,8.55300,13208.63000,14.32100,150.73000,62.00000,8.81000,8.32317,0.47317,0.46747
9439,18864.53780,7.28200,13757.60000,20.49700,-173.11800,81.50000,8.93000,8.56060,0.71060,0.70490
9440,18510.37810,8.27750,13967.17000,-57.36400,-167.61200,68.30000,8.66000,8.18610,0.33610,0.33040
9441,18237.82950,7.85880,13924.55000,43.83700,-95.60000,27.60000,8.96000,8.64844,0.79844,0.79274
9442,17517.31360,7.87560,13477.49000,47.65800,-45.68900,5.70000,8.31000,7.96188,0.11188,0.10618
9443,18164.14550,8.01940,13800.98000,46.96000,-158.76800,24.50000,8.13000,7.86277,0.01277,0.00707
9444,18795.02540,8.31430,14032.96000,53.22300,-161.32800,45.30000,8.88000,8.41846,0.56846,0.56276
9445,18616.80900,7.84900,13699.75000,58.69600,35.05400,44.90000,8.85000,8.45217,0.60217,0.59647
9446,18744.39450,7.58300,13634.79000,-11.09000,-118.19100,90.10000,7.71000,7.88855,0.03855,0.03285
9447,18454.16100,8.19880,13799.79000,-1.43700,-62.44600,96.80000,7.79000,7.87624,0.02624,0.02054
9448,17766.29820,7.73780,13650.34000,-48.14900,-100.78700,60.50000,9.41000,11.70356,3.85356,3.84786
9449,18042.54030,7.15750,13409.41000,59.56800,-133.81800,62.30000,9.36000,11.07695,3.22695,3.22125
9450,17935.05460,7.16380,13610.78000,-30.49600,-21.40700,66.10000,8.64000,8.09649,0.24649,0.24079
9451,19295.13810,8.77680,13600.39000,-5.35800,-130.57200,26.70000,7.88000,7.88563,0.03563,0.02993
9452,17758.47160,7.04660,13973.90000,-18.34400,-178.06800,74.40000,7.68000,7.89737,0.04737,0.04167
9453,18026.41810,7.94320,14155.32000,-19.50400,-96.84100,18.80000,8.81000,8.35670,0.50670,0.50100
9454,17505.09590,7.73790,14146.45000,-38.25500,-129.07000,97.60000,7.85000,7.91880,0.06880,0.06310
9455,18664.43720,8.12490,14073.61000,42.12200,78.18100,94.10000,9.36000,11.13371,3.28371,3.27801
9456,18946.42190,8.83010,13547.27000,-13.00600,122.22000,91.50000,8.09000,7.90445,0.05445,0.04875
9457,18632.99390,8.47830,13424.21000,56.09200,85.77400,84.40000,9.44000,12.10172,4.25172,4.24602
9458,17268.81040,7.25110,13810.48000,38.58400,-91.24800,23.90000,8.14000,7.88730,0.03730,0.03160
9459,17889.09890,7.63900,13761.44000,-53.79400,20.91900,91.30000,8.63000,8.07602,0.22602,0.22032
9460,17949.66680,8.26390,13889.82000,54.78700,87.63000,76.30000,7.68000,7.89298,0.04298,0.03728
9461,18727.54360,7.80850,14081.45000,-53.17800,51.40700,20.70000,8.59000,8.04899,0.19899,0.19329
9462,18363.78310,7.17730,14105.94000,55.16900,147.83100,5.20000,7.80000,7.85015,0.00015,0.00555
9463,17617.11710,7.50800,13704.84000,5.34100,-139.90900,23.60000,9.07000,9.04027,1.19027,1.18457
9464,17181.96530,6.64740,13320.36000,-25.69100,-104.85700,64.10000,7.50000,7.88889,0.03889,0.03319
9465,18188.81520,7.68840,13627.44000,44.39000,-147.16500,71.10000,9.21000,9.72551,1.87551,1.86981
9466,17333.78450,7.58970,14070.90000,-32.36400,-0.08800,81.80000,8.40000,7.94231,0.09231,0.08661
9467,18234.84910,7.77450,13657.23000,23.31000,91.80800,16.10000,8.89000,8.50610,0.65610,0.65040
9468,18919.92090,7.77180,13980.72000,-17.09200,-118.81800,82.60000,7.67000,7.89039,0.04039,0.03469
9469,17979.93010,7.74480,13749.13000,12.34600,119.53900,66.50000,7.80000,7.87307,0.02307,0.01737
9470,18458.49730,8.15120,13598.20000,-36.29900,60.52400,9.60000,8.86000,8.40260,0.55260,0.54690
9471,18511.03700,8.46720,13545.04000,59.95700,82.60100,81.80000,8.20000,7.94026,0.09026,0.08456
9472,17977.90960,7.92040,13539.52000,41.68500,70.88500,63.40000,8.78000,8.31916,0.46916,0.46346
9473,17954.37400,8.46520,13520.36000,3.22900,138.59100,23.00000,9.32000,10.64445,2.79445,2.78875
9474,18040.18710,7.69980,13410.42000,43.16100,77.91300,5.20000,7.81000,7.90134,0.05134,0.04564
9475,17829.86720,8.13690,13954.60000,55.67900,10.60600,89.00000,9.23000,9.96750,2.11750,2.11180
9476,18713.80990,7.87190,13656.22000,17.86300,-88.11200,63.10000,8.16000,7.90259,0.05259,0.04689
9477,18037.94580,7.78770,13629.75000,-52.63300,-84.68000,81.30000,7.91000,7.89630,0.04630,0.04060
9478,17325.84330,7.24550,13748.74000,-58.14700,134.37000,13.60000,9.18000,9.58553,1.73553,1.72983
9479,18063.68330,7.30810,13985.73000,-31.84200,-60.76600,31.40000,9.39000,11.46949,3.61949,3.61379
9480,17603.68090,7.20940,14129.75000,-24.86300,166.88100,78.50000,8.66000,8.17730,0.32730,0.32160
9481,18727.78660,8.64170,13790.23000,49.51800,11.94300,30.20000,7.85000,7.92101,0.07101,0.06531
9482,18622.66860,8.37900,14149.40000,1.97700,-98.79100,98.50000,7.87000,7.87931,0.02931,0.02361
9483,18281.37360,7.98030,13753.50000,-1.91800,53.49100,54.00000,9.26000,10.10451,2.25451,2.24881
9484,18707.88740,8.00340,13740.25000,-39.08000,60.59600,40.60000,9.21000,9.75432,1.90432,1.89862
9485,18554.52220,8.34140,14159.61000,0.07500,-4.14800,49.50000,9.29000,10.38601,2.53601,2.53031
9486,17933.01620,7.30660,13452.36000,13.70700,-81.00800,61.50000,9.21000,9.73547,1.88547,1.87977
9487,18680.38520,7.83060,13878.78000,27.54800,165.01600,16.90000,7.69000,7.84252,0.00748,0.00178
9488,17762.31840,7.35610,13961.00000,-38.51800,38.00800,5.60000,8.21000,7.87434,0.02434,0.01864
9489,17779.09200,7.52810,13937.94000,-50.53800,114.68000,96.80000,7.69000,7.87140,0.02140,0.01570
9490,17902.50320,7.83660,13152.15000,3.15800,142.31500,61.50000,8.38000,7.96680,0.11680,0.11110
9491,18868.02870,8.43730,13709.00000,-14.41900,-108.70400,53.30000,8.56000,8.07759,0.22759,0.22189
9492,18093.35210,8.01990,14077.25000,22.95900,-35.08200,33.60000,8.90000,8.53560,0.68560,0.67990
9493,17623.82330,7.54220,13438.81000,51.08900,78.79200,84.30000,7.71000,7.89880,0.04880,0.04310
9494,17991.40660,8.34720,13850.06000,-32.10400,114.06800,79.60000,9.26000,10.09674,2.24674,2.24104
9495,17512.10520,7.46820,13661.97000,6.35500,37.36500,23.90000,9.38000,11.35952,3.50952,3.50382
9496,18430.64060,7.99950,14052.48000,-45.92500,122.78900,87.00000,7.74000,7.87962,0.02962,0.02392
9497,18122.72580,7.75300,14272.35000,-16.01300,-72.66100,81.60000,7.72000,7.87795,0.02795,0.02225
9498,18123.57620,7.12110,13817.24000,-27.26900,-37.66700,27.40000,8.60000,8.07889,0.22889,0.22319
9499,18490.01760,8.40880,13590.64000,-25.56100,-157.70300,95.40000,7.67000,7.90749,0.05749,0.05179
9500,18381.69340,7.98100,13816.58000,42.21200,23.50300,51.20000,8.99000,8.81341,0.96341,0.95771
9501,18098.77020,7.57320,13382.69000,38.41600,113.54400,19.80000,7.90000,7.88280,0.03280,0.02710
9502,17682.41180,7.66990,13830.19000,-48.38200,-14.24400,25.80000,8.78000,8.25012,0.40012,0.39442
9503,17827.56920,7.58770,14187.94000,41.28700,6.21400,9.90000,8.23000,7.96740,0.11740,0.11170
9504,18596.15450,8.37690,13947.25000,5.49700,-64.99000,86.60000,8.38000,7.97124,0.12124,0.11554
9505,18515.17690,8.65080,13331.66000,56.95900,-126.53100,8.30000,8.20000,7.88005,0.03005,0.02435
9506,17219.57380,7.21280,13801.56000,-15.87000,69.25100,58.40000,8.50000,8.00984,0.15984,0.15414
9507,18145.79770,7.52490,13971.02000,-28.74900,-35.46900,57.70000,8.73000,8.20990,0.35990,0.35420
9508,18761.75090,7.95150,13929.24000,17.19900,-6.72900,94.90000,8.21000,7.94505,0.09505,0.08935
9509,18006.76790,7.98910,13166.88000,36.14800,11.91900,13.00000,7.81000,7.91615,0.06615,0.06045
9510,18221.11130,7.91180,13530.00000,-38.30300,0.05500,33.80000,8.71000,8.16452,0.31452,0.30882
9511,18318.53310,7.86130,13276.61000,20.63100,-65.48400,78.30000,8.76000,8.26814,0.41814,0.41244
9512,18879.09950,7.96550,13702.12000,-23.09700,-107.50000,35.80000,9.37000,11.21519,3.36519,3.35949
9513,18658.52410,8.21590,14212.35000,-58.43500,-9.69700,33.30000,9.28000,10.23651,2.38651,2.38081
9514,17931.45080,7.01280,13763.91000,-15.77100,-154.27300,12.90000,7.93000,7.90852,0.05852,0.05282
9515,18007.99320,7.69010,13617.38000,42.52500,166.36900,29.60000,8.52000,8.00236,0.15236,0.14666
9516,18157.44200,7.94870,13600.98000,22.23000,-21.48800,48.50000,8.96000,8.70194,0.85194,0.84624
9517,18026.28830,7.58790,13822.09000,54.38800,-135.80900,57.30000,7.61000,7.82754,0.02246,0.01676
9518,18772.34260,7.71490,13762.73000,54.36000,116.22700,13.50000,8.38000,7.96666,0.11666,0.11096
9519,18001.67380,7.68460,14133.04000,-11.47100,164.99900,40.00000,9.29000,10.39669,2.54669,2.54099
9520,18587.01390,7.96220,14002.28000,24.33300,-66.96500,74.30000,7.92000,7.88531,0.03531,0.02961
9521,18288.78780,7.74780,13863.05000,14.16300,-89.26100,14.20000,8.08000,7.88848,0.03848,0.03278
9522,17179.87370,7.58910,13465.71000,-49.19200,-172.79500,62.20000,8.31000,7.99249,0.14249,0.13679
9523,18167.83110,7.76030,13342.58000,-22.71600,-7.86500,58.60000,9.30000,10.45133,2.60133,2.59563
9524,19161.82730,7.97520,13778.90000,15.38700,-24.65600,75.00000,7.56000,7.88411,0.03411,0.02841
9525,17863.11580,7.64700,13333.52000,-55.68000,113.97700,84.00000,8.66000,8.14865,0.29865,0.29295
9526,16712.61120,7.33020,13732.92000,-44.66600,-89.65600,17.70000,7.79000,7.89173,0.04173,0.03603
9527,18527.06070,7.78730,13638.40000,10.72000,63.05800,66.20000,9.46000,12.43685,4.58685,4.58115
9528,17681.06610,7.36500,14315.29000,25.52900,35.81700,70.50000,9.30000,10.52252,2.67252,2.66682
9529,19790.72390,7.94480,13912.09000,-57.32300,88.11100,94.60000,9.23000,9.92039,2.07039,2.06469
9530,17768.01580,7.49230,14198.94000,32.61100,172.05100,99.80000,7.69000,7.83673,0.01327,0.00757
9531,18019.02820,7.75690,13692.95000,38.88900,64.67600,58.60000,8.46000,8.03682,0.18682,0.18112
9532,17486.34950,7.48040,13885.01000,-51.96100,-55.85100,84.20000,7.75000,7.86586,0.01586,0.01016
9533,18581.76280,7.82820,14115.13000,-54.09100,-160.88300,98.90000,9.47000,12.53401,4.68401,4.67831
9534,18520.40490,8.09160,13826.10000,20.30800,-46.94800,64.20000,7.64000,7.88226,0.03226,0.02656
9535,19341.39610,7.71390,13384.09000,-42.55600,-70.52500,7.00000,8.21000,7.92245,0.07245,0.06675
9536,17818.23060,7.52780,13499.70000,11.23200,7.91700,44.90000,7.70000,7.88760,0.03760,0.03190
9537,17601.20220,7.28730,13961.44000,-59.28300,29.69200,64.50000,8.53000,8.00333,0.15333,0.14763
9538,18498.50590,7.69070,13723.88000,-29.44300,11.61500,50.90000,9.01000,8.78810,0.93810,0.93240
9539,18740.30710,8.11110,13782.76000,12.09600,143.41900,34.00000,9.27000,10.19262,2.34262,2.33692
9540,18187.37640,7.70490,14125.19000,-13.74500,-166.33800,75.30000,7.56000,7.88952,0.03952,0.03382
9541,17219.48920,7.62740,13423.74000,-53.45700,-9.68300,46.70000,9.26000,10.09091,2.24091,2.23521
9542,17997.31360,7.74890,13154.95000,-6.98000,-156.69400,76.60000,7.52000,7.88079,0.03079,0.02509
9543,18470.65050,7.59130,14240.99000,41.49700,54.96800,84.40000,8.29000,7.98163,0.13163,0.12593
9544,18403.06530,8.29160,13774.36000,-42.57400,-173.01300,24.50000,8.73000,8.26517,0.41517,0.40947
9545,18841.10710,8.59100,14094.43000,-55.52000,-126.31800,7.20000,8.71000,8.23155,0.38155,0.37585
9546,18912.13640,8.13140,13504.97000,13.56600,66.75400,65.80000,8.15000,7.92544,0.07544,0.06974
9547,18605.95580,8.45930,13927.17000,-57.08900,-13.99600,96.80000,8.81000,8.30524,0.45524,0.44954
9548,18749.39740,8.19670,13897.96000,25.97600,74.98800,87.00000,7.83000,7.90334,0.05334,0.04764
9549,18564.85320,8.18410,13552.77000,2.67900,164.88100,60.30000,7.95000,7.88336,0.03336,0.02766
9550,17670.02020,7.41400,13947.14000,-53.73200,126.65000,81.40000,9.01000,8.84384,0.99384,0.98814
9551,18216.39340,7.43730,13572.21000,32.18300,-36.47200,85.70000,9.03000,8.89750,1.04750,1.04180
9552,18711.99280,8.28860,13551.92000,30.23400,70.61200,24.20000,8.24000,7.95296,0.10296,0.09726
9553,18453.77210,7.65750,13779.51000,-10.41300,-127.08400,9.50000,9.50000,13.00773,5.15773,5.15203
9554,18100.92240,7.51140,13548.92000,-19.87200,137.06900,97.40000,9.34000,10.88254,3.03254,3.02684
9555,18241.75710,7.78830,13756.86000,-25.57600,144.21900,53.40000,8.36000,7.97916,0.12916,0.12346
9556,18297.10590,7.56540,13508.53000,-41.33800,-52.79700,21.70000,9.39000,11.40543,3.55543,3.54973
9557,17459.65360,7.22070,13680.44000,46.07700,-37.03600,22.00000,8.11000,7.92494,0.07494,0.06924
9558,16772.71100,7.22950,13833.47000,12.90000,127.63300,56.50000,9.02000,8.83270,0.98270,0.97700
9559,18769.51570,8.19130,13537.48000,-46.97400,16.57300,17.10000,7.88000,7.83197,0.01803,0.01233
9560,18226.13410,7.89540,13950.99000,19.56000,-76.71800,10.00000,8.36000,7.95508,0.10508,0.09938
9561,18545.70720,7.82890,13760.07000,-7.57200,-119.95700,52.70000,8.70000,8.19638,0.34638,0.34068
9562,17764.46100,7.89370,14035.43000,-44.70300,-65.44400,35.30000,8.48000,8.01185,0.16185,0.15615
9563,18369.80120,7.59110,13882.18000,-8.58500,-155.46500,55.60000,8.67000,8.17520,0.32520,0.31950
9564,17800.44110,7.55550,13590.98000,45.45700,117.56200,60.50000,8.79000,8.30336,0.45336,0.44766
9565,18320.65440,7.60310,13592.86000,-48.52500,32.66700,27.00000,8.80000,8.27093,0.42093,0.41523
9566,18082.57520,7.57310,13833.54000,58.81500,74.94800,54.60000,8.65000,8.16412,0.31412,0.30842
9567,17895.66350,7.56050,13697.15000,2.15400,-137.36700,27.30000,7.56000,7.86181,0.01181,0.00611
9568,18500.87520,8.17730,13206.61000,-43.72000,-38.33500,12.90000,8.12000,7.88273,0.03273,0.02703
9569,18141.01100,7.66550,14353.45000,-6.42100,-9.46600,79.20000,8.02000,7.88732,0.03732,0.03162
9570,18314.27700,7.70300,13900.16000,31.89100,-87.40100,76.30000,8.69000,8.15831,0.30831,0.30261
9571,19219.19360,8.49590,13956.38000,35.63200,36.64400,55.20000,7.68000,7.91307,0.06307,0.05737
9572,18627.04350,8.03980,13723.95000,5.40600,4.27800,15.10000,7.58000,7.87385,0.02385,0.01815
9573,18940.23350,8.34740,13999.37000,-36.35400,-151.42000,11.20000,8.62000,8.14955,0.29955,0.29385
9574,18869.82710,7.99220,13632.56000,-19.01200,50.56300,66.30000,7.56000,7.84135,0.00865,0.00295
9575,18659.34460,7.84100,13879.01000,4.87500,-6.58100,63.20000,7.97000,7.89408,0.04408,0.03838
9576,18079.80060,7.91470,14157.48000,-41.27700,100.43200,10.00000,8.05000,7.88156,0.03156,0.02586
9577,18128.22360,7.86880,13524.91000,-59.22200,58.14500,13.30000,9.48000,12.64127,4.79127,4.78557
9578,17737.51410,7.48970,13829.98000,32.31900,19.78500,70.70000,8.90000,8.55072,0.70072,0.69502
9579,18073.57570,7.16790,13834.67000,25.17500,-47.58600,75.60000,9.28000,10.28119,2.43119,2.42549
9580,18163.71720,7.69250,13886.67000,-58.82600,-152.89700,67.30000,7.79000,7.91537,0.06537,0.05967
9581,18557.63390,7.86710,13956.30000,27.31800,138.80100,67.10000,7.77000,7.85837,0.00837,0.00267
9582,18528.67440,7.84740,13528.38000,2.77300,-73.18400,77.70000,7.60000,7.87097,0.02097,0.01527
9583,18805.98500,7.26110,13676.47000,6.79100,35.32900,20.50000,8.50000,8.03746,0.18746,0.18176
9584,17494.88670,7.46900,13899.05000,18.82100,141.91900,59.90000,8.78000,8.28575,0.43575,0.43005
9585,18010.06470,7.76430,13736.86000,-59.92900,-9.53400,20.30000,9.07000,8.98742,1.13742,1.13172
9586,17602.74730,7.14200,13704.41000,37.98100,-173.59100,78.00000,9.03000,8.83762,0.98762,0.98192
9587,18082.43450,8.17670,13887.30000,-35.22100,-135.22000,92.30000,9.17000,9.58560,1.73560,1.72990
9588,17602.12870,7.25570,13630.18000,-11.84500,-79.89700,14.20000,9.20000,9.72729,1.87729,1.87159
9589,18340.39280,7.40330,13722.71000,55.09800,1.47600,74.90000,9.46000,12.42858,4.57858,4.57288
9590,17984.99460,7.51490,13813.40000,9.45000,53.10900,73.80000,7.86000,7.89521,0.04521,0.03951
9591,18389.30210,8.00200,13562.98000,-56.04100,-88.54800,17.50000,7.64000,7.88374,0.03374,0.02804
9592,18451.29070,8.08790,14011.22000,47.09400,-130.95800,87.80000,7.99000,7.85077,0.00077,0.00493
9593,18593.70500,7.73850,13651.88000,-34.65700,-29.32800,54.70000,8.32000,7.92494,0.07494,0.06924
9594,17714.03610,7.94460,13548.74000,51.83900,-131.16400,36.60000,9.49000,12.84305,4.99305,4.98735
9595,17881.55290,7.84780,14228.00000,-46.83400,-103.28200,6.80000,8.77000,8.29932,0.44932,0.44362
9596,18315.99660,7.85930,13836.69000,16.89800,-48.71600,58.10000,9.36000,11.08848,3.23848,3.23278
9597,18140.29720,7.93870,13686.47000,-3.21500,-157.99600,36.40000,7.71000,7.87501,0.02501,0.01931
9598,18443.86380,7.78960,13841.61000,23.42100,-139.95500,51.30000,8.48000,7.98419,0.13419,0.12849
9599,18469.29410,7.88000,13907.03000,53.45700,-149.35200,83.10000,9.06000,8.94487,1.09487,1.08917
9600,18710.03580,7.91950,13981.00000,44.69500,131.78800,43.90000,8.18000,7.89985,0.04985,0.04415
9601,18925.38500,8.22380,13563.53000,56.46000,59.77000,77.70000,8.68000,8.20472,0.35472,0.34902
9602,18349.16480,7.85520,14043.10000,38.32800,-10.51100,81.50000,7.98000,7.92593,0.07593,0.07023
9603,17569.25580,7.50260,13577.88000,15.83500,36.85600,47.30000,8.17000,7.93691,0.08691,0.08121
9604,17651.29140,7.65570,13775.45000,47.94200,-66.92600,74.40000,8.37000,7.96430,0.11430,0.10860
9605,16750.27550,7.69000,14305.31000,14.80400,58.21500,92.90000,8.82000,8.36992,0.51992,0.51422
9606,18078.41590,7.98090,13414.16000,-54.09600,121.98900,70.20000,8.97000,8.70598,0.85598,0.85028
9607,18672.82750,7.78940,14096.83000,50.49000,7.07800,16.60000,8.73000,8.27171,0.42171,0.41601
9608,18222.33050,7.79250,14268.04000,-23.72600,-56.52900,23.20000,8.10000,7.89522,0.04522,0.03952
9609,18235.38100,8.20450,14242.90000,-11.30000,-59.49200,11.90000,7.78000,7.87142,0.02142,0.01572
9610,18424.66660,7.81450,13834.81000,-10.24100,89.30400,83.10000,8.52000,8.02829,0.17829,0.17259
9611,17955.73070,7.00930,13939.52000,10.80900,-124.96200,15.60000,8.48000,7.99972,0.14972,0.14402
9612,18244.32330,7.49010,13759.85000,-12.87300,-150.35100,93.00000,8.75000,8.27549,0.42549,0.41979
9613,17704.11400,7.74870,14076.78000,1.03600,-58.69000,54.80000,7.82000,7.87763,0.02763,0.02193
9614,17777.26040,7.84310,14343.96000,-46.58900,-40.24900,28.40000,9.46000,12.34508,4.49508,4.48938
9615,17542.50560,7.48230,13863.88000,-36.03700,-176.23400,39.70000,9.48000,12.74145,4.89145,4.88575
9616,17912.66010,7.24020,13745.86000,36.30600,-49.68300,94.00000,9.43000,11.97051,4.12051,4.11481
9617,18110.79860,8.18480,13523.48000,-50.90900,-82.41800,8.50000,9.22000,9.85850,2.00850,2.00280
9618,17971.51800,7.67140,13541.04000,5.99500,-75.80700,15.60000,8.54000,8.04830,0.19830,0.19260
9619,19726.19860,9.25050,13845.52000,4.88600,-4.06300,49.70000,9.40000,11.56348,3.71348,3.70778
9620,18039.79100,7.61520,13774.57000,39.04100,14.41300,11.60000,9.06000,9.02470,1.17470,1.16900
9621,18480.88220,7.68580,14257.71000,54.63900,130.36800,57.00000,7.92000,7.87157,0.02157,0.01587
9622,18871.07140,7.86920,13657.64000,30.18500,-22.02300,98.40000,9.23000,9.96018,2.11018,2.10448
9623,18292.51930,7.61500,13724.30000,-51.83900,117.28500,58.40000,8.46000,8.00738,0.15738,0.15168
9624,18525.75900,7.66140,13951.75000,-19.05600,-87.97300,5.60000,8.22000,7.93349,0.08349,0.07779
9625,18179.88860,7.41310,12864.24000,46.89300,-162.95500,35.40000,7.85000,7.83167,0.01833,0.01263
9626,17864.73300,8.14760,13701.26000,-18.06800,85.93900,71.90000,7.93000,7.87137,0.02137,0.01567
9627,17425.70360,7.61870,13821.55000,-17.83700,170.99400,27.50000,8.89000,8.50869,0.65869,0.65299
9628,18637.36460,8.03090,14112.37000,24.33900,-158.29400,69.20000,9.43000,11.94010,4.09010,4.08440
9629,18873.93030,8.22480,13462.68000,-38.07600,-174.72300,72.00000,8.78000,8.33280,0.48280,0.47710
9630,18383.23900,7.59210,13793.17000,-37.59300,11.89700,20.60000,9.45000,12.25619,4.40619,4.40049
9631,18479.92240,8.44180,14135.45000,-50.31300,81.98900,13.40000,7.77000,7.84719,0.00281,0.00289
9632,18709.13430,7.89370,13602.71000,-41.62400,46.30600,93.60000,8.04000,7.85313,0.00313,0.00257
9633,17835.35640,7.87860,13324.75000,-58.51300,-53.14300,67.20000,9.33000,10.74759,2.89759,2.89189
9634,18378.61950,7.97030,13264.66000,47.60800,75.58700,85.90000,8.81000,8.37086,0.52086,0.51516
9635,18329.85020,7.51210,13773.36000,-46.12500,-175.61100,71.50000,9.12000,9.29922,1.44922,1.44352
9636,18447.58760,8.17530,13951.57000,-17.09100,-166.69300,34.40000,8.20000,7.94404,0.09404,0.08834
9637,18304.28620,8.04490,13829.73000,45.44000,-105.22000,24.20000,7.79000,7.84722,0.00278,0.00292
9638,17978.14840,7.18320,14020.66000,-24.98200,175.43600,9.10000,8.28000,7.96737,0.11737,0.11167
9639,17557.98920,7.42230,13785.90000,-41.55400,142.24200,85.90000,8.49000,8.04137,0.19137,0.18567
9640,18028.33310,7.57350,14081.83000,-31.91900,17.91400,70.50000,8.21000,7.87958,0.02958,0.02388
9641,17895.83040,7.99460,13761.02000,53.27300,-35.33900,86.70000,8.59000,8.10398,0.25398,0.24828
9642,18355.84200,7.39990,13964.29000,-37.27400,60.91500,43.40000,9.31000,10.51171,2.66171,2.65601
9643,17953.58630,7.73190,13300.56000,31.97300,-57.84100,21.20000,8.22000,7.92782,0.07782,0.07212
9644,17681.50540,7.71320,13387.46000,9.63800,27.05400,48.10000,7.72000,7.88693,0.03693,0.03123
9645,18374.28220,8.00880,13936.60000,-23.11400,-145.93100,18.20000,8.79000,8.33844,0.48844,0.48274
9646,18858.57270,7.89500,13334.20000,37.99500,20.62700,55.50000,8.00000,7.93591,0.08591,0.08021
9647,18084.90930,8.11360,13663.83000,51.61900,-32.04400,73.30000,8.82000,8.39262,0.54262,0.53692
9648,17425.94910,7.52910,13622.70000,-33.50700,119.45600,75.60000,9.38000,11.25402,3.40402,3.39832
